iter	RMSE
722	15.14965731
723	15.10698908
724	15.09575455
725	15.06784194
726	15.03235433
727	15.00993728
728	14.98048897
729	14.95269084
730	14.93028478
731	14.89669976
732	14.8699435
733	14.83042465
734	14.79298338
735	14.76962087
736	14.75627665
737	14.72131046
738	14.70008634
739	14.64935495
740	14.63351616
741	14.59987578
742	14.58692382
743	14.5759591
744	14.55472903
745	14.52830701
746	14.48539538
747	14.47578141
748	14.43549385
749	14.40368611
750	14.36878329
751	14.34376687
752	14.32090044
753	14.29816072
754	14.29592997
755	14.26801599
756	14.25353894
757	14.25015203
758	14.22605378
759	14.2234442
760	14.18731347
761	14.17651152
762	14.16974337
763	14.13655252
764	14.10152775
765	14.06226746
766	14.04095531
767	14.03375703
768	13.99103295
769	13.95101135
770	13.91746793
771	13.88640021
772	13.84464754
773	13.83972364
774	13.802982
775	13.78578202
776	13.7646024
777	13.74868514
778	13.70143267
779	13.69343579
780	13.66833861
781	13.65663382
782	13.64444861
783	13.62502794
784	13.58751758
785	13.57834457
786	13.55760075
787	13.54779187
788	13.50551891
789	13.4644475
790	13.45705242
791	13.42440555
792	13.41716009
793	13.39772923
794	13.39111461
795	13.38165839
796	13.35390089
797	13.3166557
798	13.29423297
799	13.26928622
800	13.25475528
801	13.22593432
802	13.22465214
803	13.21192913
804	13.17934744
805	13.1652542
806	13.12935345
807	13.12116534
808	13.11107315
809	13.10561306
810	13.07049539
811	13.0482918
812	13.03137166
813	13.0295572
814	13.00765477
815	13.00565593
816	12.99927088
817	12.98240066
818	12.9670734
819	12.93728326
820	12.90875962
821	12.90755628
822	12.86946421
823	12.86833024
824	12.84908692
825	12.82900219
826	12.81074713
827	12.78343754
828	12.74926117
829	12.71439078
830	12.67948023
831	12.65758399
832	12.64140623
833	12.63235496
834	12.60048438
835	12.59927956
836	12.56646531
837	12.53897143
838	12.5116178
839	12.49013198
840	12.4812527
841	12.45627066
842	12.4209878
843	12.40159924
844	12.36759978
845	12.35216915
846	12.34268857
847	12.31885706
848	12.29373879
849	12.27244024
850	12.23425595
851	12.21597251
852	12.21472891
853	12.19358014
854	12.17955968
855	12.14893282
856	12.14767906
857	12.11438784
858	12.11338772
859	12.09276665
860	12.09089339
861	12.06677391
862	12.03125126
863	12.0298478
864	12.0174484
865	12.00939008
866	11.97313018
867	11.96176941
868	11.9536413
869	11.92348069
870	11.89952963
871	11.89853993
872	11.87489933
873	11.84739367
874	11.79800814
875	11.79685971
876	11.79525362
877	11.7765712
878	11.74336233
879	11.72202273
880	11.70791709
881	11.68925469
882	11.67522832
883	11.64652484
884	11.61996036
885	11.58402899
886	11.56653429
887	11.56533338
888	11.54098584
889	11.51269635
890	11.49371016
891	11.46529073
892	11.44064544
893	11.41576001
894	11.41452252
895	11.39447639
896	11.37187528
897	11.36986287
898	11.36525835
899	11.34039212
900	11.31887229
901	11.28250283
902	11.27563159
903	11.27462471
904	11.25064093
905	11.24592217
906	11.22319373
907	11.21912299
908	11.18782309
909	11.16354728
910	11.15934465
911	11.13124442
912	11.11785699
913	11.10428266
914	11.08357155
915	11.0643196
916	11.06028889
917	11.02722186
918	10.99868974
919	10.97924793
920	10.95355012
921	10.92750441
922	10.9219224
923	10.90359607
924	10.88915366
925	10.87024432
926	10.84217163
927	10.82031102
928	10.79158007
929	10.76523044
930	10.73428037
931	10.72118662
932	10.70470307
933	10.69617339
934	10.68419133
935	10.67639676
936	10.6645409
937	10.66316958
938	10.6586104
939	10.63954765
940	10.63544339
941	10.61843244
942	10.60558692
943	10.59655606
944	10.59557935
945	10.59476109
946	10.56931439
947	10.56376942
948	10.53742663
949	10.50996679
950	10.5086617
951	10.50676818
952	10.49256989
953	10.47166888
954	10.43790814
955	10.40067511
956	10.38366597
957	10.35757216
958	10.34781382
959	10.31872257
960	10.30223245
961	10.29977202
962	10.29892861
963	10.28953431
964	10.28156409
965	10.26259519
966	10.25066947
967	10.23976088
968	10.21541448
969	10.21436437
970	10.19810729
971	10.19202213
972	10.18069912
973	10.15972117
974	10.13588283
975	10.12227835
976	10.11287771
977	10.10652246
978	10.09545452
979	10.07252801
980	10.0443783
981	10.04219419
982	10.01351339
983	10.00099059
984	9.989458516
985	9.987283158
986	9.965457225
987	9.946193126
988	9.945128985
989	9.943121006
990	9.9299945
991	9.913114954
992	9.912347257
993	9.897808909
994	9.884180571
995	9.863856271
996	9.849124774
997	9.842701036
998	9.841792475
999	9.838008572
